ISBN,book_title,genre
051714767X,Herbal Medicine: Revised &amp; Updated,Medical|Pharmacy
0253372658,Haydn: His Life and Music,Composers|Composers--Austria--Biography
0312262701,"While Innocents Slept: A Story of Revenge, Murder and Sids","Wilson, Garrett Eldred|Infanticide|Infanticide--Maryland--Case studies|Murder--Investigation|Murder--Investigation--Maryland--Case studies|Trials (Infanticide)|Trials (Infanticide)--Maryland--Case studies|Sudden infant death syndrome|Sudden infant death syndrome--Maryland"
155661327X,A Bride for Donnigan (Women of the West Series),Children's Fiction|General
038097570X,A Groom With a View: A Jane Jeffry Mystery (Jane Jeffry Mysteries (Hardcover)),Fiction|Mystery & Detective
0440225639,The Complete Book of Food Counts- 5th Edition (Complete Book of Food Counts),Food|Composition|Tables|Nutrition
0811821994,From Girls to Grrlz : A History of Women's Comics from Teens to Zines,"Comic books, strips, etc--History and criticism|Comic books, strips, etc--United States--History and criticism|Women|Women--Comic books, strips, etc|Comic strip characters|Comic strip characters--United States|Girls in popular culture|Girls in popular culture--United States|Comic books, strips, etc|Comic books, strips, etc--United States"
081440765X,Delivering Knock Your Socks Off Service,Business &amp; Economics|Customer Service
1560254459,If He Hollers Let Him Go: A Novel,African American men|African American men--Fiction|False testimony|False testimony--Fiction|Racism|Racism--Fiction
0525410600,They Said It Couldn't Be Done,Civil Engineering|Juvenile Literature|Space Flight To The Moon
156504214X,Clanbook: Assamite,White Wolf
044051214X,Child Is Born,Pregnancy & Childbirth - Pregnancy|Women's Health - General & Miscellaneous|Pregnancy & Childbirth - Childbirth
0553202286,Complete Scarsdale Medical Diet,"Diet, Reducing|Reducing diets|Reducing diets--Recipes|Low-carbohydrate diet|Low-carbohydrate diet--Recipes|Food--Composition|Food--Composition--Tables"
0553566229,"Terror on the Titanic (Choose Your Own Adventure, No 169)",Cruise Ships|Shipwrecks|Plot-your-own Stories
0375421556,Red Dog,Dogs|Red Dog (dog)
0312141122,I've A Feeling We're Not In Kansas Anymore (Stonewall Inn Editions),Gay Men|Fiction|Social Life And Customs
0393044351,"The Red Badge of Courage: An Authoritative Text, Backgrounds and Sources, Criticism (A Norton Critical Edition)",History
0394569652,Object Lessons: A Novel,Families|Families--Fiction|Family growth|Family growth--Fiction|Girls|Girls--Fiction
0786831138,Disney's Treasury of Children's Classics: From the Fox and the Hound to the Hunchback of Notre Dame,Children's Fiction|General
080079317X,War in Heaven: God's Epic Battle With Evil,General & Miscellaneous Christian Theology|Religion - General & Miscellaneous
031219322X,Raj; The Making And Unmaking Of British India,Literary Collections|English|Irish|Scottish|Welsh
0884416208,Junior Girl Scout Badgebook,Political Science|Public Policy
0941543188,My Brain Escapes Me,"Fantasy Fiction, American|Horror Tales, American"
0671448234,When Last We Loved,Women country musicians|Women country musicians--Fiction|Ranchers|Ranchers--Fiction|fic
0689713835,Gila Monsters Meet You At the Airport (Reading Rainbow Book),Fiction
0395353017,River of Dreams,History--Fiction
0393049396,Miracle Fair: Selected Poems of Wislawa Szymborska,"Szymborska, Wisława"
0688172075,The Beryllium Murder (Gloria Lamerino Mysteries (Hardcover)),Women scientists|Women scientists--Fiction
1561640700,Guns of the Palmetto Plains (Cracker Western),History|Fiction
039923019X,The Seven Songs of Merlin (Lost Years of Merlin (Hardcover)),Children's Fiction|General
067003195X,The Desert Pilgrim: En Route to Mysticism and Miracles,Medical|Emergency Medicine
0792280105,Storm of the Century : The Labor Day Hurricane of 1935,Hurricanes--History|History
0684859327,Battle Of Wits: The Complete Story of Codebreaking in World War II,
044920250X,Forsaking All Others,Literary Collections
0764565338,Frommer's Australia 2002,Australia - Travel
155773416X,The Heart's Companion (Regency Romance),Education|Adult & Continuing Education
0877950490,The making of a psychiatrist,Psychiatry|Psychiatrists|Psychiatrists--United States--Biography|Psychiatry--Study and teaching|Psychiatry--history
1585420735,The Return of the Mother,Femininity of God|God--Motherhood
1401019811,Irish Gangs and Stick Fighting: In the Works of William Carleton,Stick Fighting|Social Life And Customs
1571740627,The Visitation: An Archangel's Prophecy,Body|Mind &amp; Spirit|Divination
0440412927,The White Stallion,Children's Fiction|Historical
1569716102,Hellboy: Bones of Giants,Literary Collections
340414743X,Weisser Oleander,Literary Collections
0911408622,Those who came before: Southwestern archeology in the National Park System : featuring photographs from the George A. Grant Collection and a portfolio by David Muench,"Indians of North America--Antiquities|Indians of North America--Southwest, New--Antiquities|Pueblo Indians--Antiquities|National parks and reserves|National parks and reserves--Southwest, New|Archaeology|Archaeology--Southwest, New|Antiquities"
0671694111,The WRONG NUMBER (FEAR STREET ) : THE WRONG NUMBER,Teen Fiction - Horror & Suspense
081120975X,"3 More Novels: Vainglory, Inclinations, Caprice (New Directions Paperbook)",Crafts &amp; Hobbies|General
082175646X,The Reluctant Lord (Zebra Regency Romance),Fiction|General
1594200173,Gag Rule: On the Suppression of Dissent and Stifling of Democracy,"Freedom of speech|Freedom of speech--United States|Mass media--Political aspects|Mass media--Political aspects--United States|Government, Resistance to|Government, Resistance to--United States|Democracy|Democracy--United States|Politics and government"
074340338X,Hunting Down Amanda,Fiction|Action & Adventure
0312109946,The business writer's handbook (Business Writer's Handbook (Hardcover)),"Commercial Correspondence|Handbooks, Manuals, Etc"
0872205541,The Trial and Death of Socrates (3rd Edition),Socrates
1400052408,Heft on Wheels : A Field Guide to Doing a 180,Cyclists|Dieters|Bicycle Racing|Training
0747542473,The Adventures of Ermintrude (The Magic Roundabout),Children's Fiction|General
0373123558,"The Frenchman's Love-Child   Brides of L'Amour (Harlequin Presents, 2355)",Businessmen|Single Mothers
156931005X,Ad Police (Ad Police),Manga
082174089X,Savage Passion (Zebra Books),Fiction|Romance
0413772195,Interesting Times (Methuen Drama),"Discworld (Imaginary place)|Discworld (Imaginary place)--Drama|Fantasy drama, English"
0373029845,"Pilgrim'S Promise (Harlequin Romance, No 2984)",High school teachers|High school teachers--Massachusetts--Fiction|Single fathers|Single fathers--Massachusetts--Fiction|Corporate lawyers|Corporate lawyers--Massachusetts--Fiction|Teenage girls|Teenage girls--Massachusetts--Fiction
0385265204,The Cartoon History of the Universe/Volumes 1-7 (Cartoon History of the Universe),World History|Caricatures And Cartoons
1594141045,A Blood Red Rose: A Pete Castle Mystery,Motion Picture Actors And Actresses|Crimes Against|Motion Picture Industry|Screenwriters
950151403X,Maridos Perfectos y Otros Cuentos de Hadas,Psychological Self-Help|Family - Assorted Topics|Marriage
0679426191,Imperium,"TravelKapuściński, Ryszard|Description and travel|Social conditions"
0802140440,Salam Pax: The Clandestine Diary of an Ordinary Iraqi,Salam Pax|Pacifists|Pacifists--Iraq--Diaries
039913509X,The Spy Went Dancing,Biographies &amp; Autobiographies|General
067121487X,LHJ ART HOMEMAKING,Literary Collections
068483409X,The TROUBLE WITH TESTOSTERONE : And Other Essays on the Biology of the Human Predicament,Science|Life Sciences
1560762608,"The Crimson Legion (Prism Pentad, Book 2)",Magic|Fiction|English Fiction|United States
0394513851,City of Gold and Other Stories from the Old Testament,"Bible Stories, English|Old Testament|Bible Stories"
1878825003,The Decline and Fall of the American Empire (The Real Story Series),Politics and government
039512090X,At the Drop of a Veil,History|Middle East
848437386X,No Miris Enrere (Beta),Literary Collections
1852491787,The Good Beer Guide: 2002,Literary Collections
2226116745,L'Evangile selon Pilate: Roman,
155972448X,Purple Reign: The Artist Formerly Known As Prince,Pop Rock|Pop|Rock|& Soul Musicians - Biography|Rock Music - Biography|Dance Music - General & Miscellaneous|African American Arts & Entertainment Biography
0670857831,Lady of Avalon,Art|Design
0736908234,"Unholy War: America, Israel and Radical Islam",Arab-Israeli conflict|International status|In Judaism|In Christianity|In Islam
0374266441,Smilla's Sense of Snow,Women detectives|Women detectives--Denmark--Copenhagen--Fiction
1567181112,Pagan Rites of Passage,Witchcraft|Wicca & Paganism - Modern|Spirituality|Religious Rituals & Practices - General & Miscellaneous|Religion - General & Miscellaneous
0394555082,Dutch : A Memoir of Ronald Reagan,"Reagan, Ronald|Presidents|Presidents--United States--Biography|Governors|Governors--California--Biography|Motion picture actors and actresses|Motion picture actors and actresses--United States--Biography|Presidents--United States--Fiction|Governors--California--Fiction|Motion picture actors and actresses--Fiction"
355008353X,Der Buick.,Horror|Travel & Transportation - Fiction
089659419X,The Hawaiian Shirt: Its Art and History (Recollectibles),Antiques &amp; Collectibles|Textiles & Costume
0915099209,New Health Tips Encyclopedia,"Medicine, Popular|Dictionaries"
0399145060,The Edge,Fiction|Mystery & Detective
0671745115,The WICKED HEART,Crimes - Fiction|Teen Fiction - Horror & Suspense|Character Types - Fiction
0871401223,Shorter Novels of Herman Melville.,"Sea stories, American"
0330305808,Snakecharmers In Texas,Poetry|General
0767905334,Wealth and Democracy: A Political History of the American Rich,Wealth|Wealth--United States|Political corruption|Political corruption--United States|Representative government and representation|Representative government and representation--United States|Politics and government
059523223X,Rough Lumber: Stories from Spurlock Creek,Biographies &amp; Autobiographies|General
156731161X,"James Bond Omnibus: Thunderball, on Her Majesty's Secret Service, You Only Live Twice",Literary Collections
082494092X,Joseph's Story,Christian Holidays - Christmas|Christianity|Saints|Christian|Bible - Stories
0060916966,Turbulent Mirror: An Illustrated Guide to Chaos Theory and the Science of Wholeness,Chaotic behavior in systems|SciencePhilosophy
0688148948,Interior Alchemy: Secrets to Creating Expressive Ambience,Interior Decoration
059022204X,The Swan Princess,Literary Collections
006440336X,Child of the Owl : Golden Mountain Chronicles: 1965 (Golden Mountain Chronicles),Children's Fiction|Family
0553273574,"Summer Secrets (Sweet Dreams, No 150)",Teen Fiction - Romance & Friendship
0316602051,The Jester,Relics|Relics--Fiction|Crusades|Crusades--Fiction|Nobility|Nobility--Fiction|Kidnapping|Kidnapping--Fiction|Fools and jesters|Fools and jesters--Fiction|History
1586601350,The Sewing Circle: One Woman's Mentoring Shapes Lives in Four Stories of Love,Literary Collections
039914823X,How to Be Good,Fiction|Romance
3462015117,"Der Aufmacher (Fiction, Poetry and Drama)",Journalists|Journalists--Germany (West)--Biography
0747259860,Wildwood,Literary Collections
043926040X,Ripley's Believe It or Not (Ripley's Believe It Or Not),Children - Reference & Study Aids
0684804484,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Presidents|Presidents--United States--Biography|Presidents' spouses|Presidents' spouses--United States--Biography|Presidents' spouses--Biography|History
014043206X,An Essay on Principle of Population (Penguin English Library),Globalization|General & Miscellaneous Public Policies|Labor Studies - General & Miscellaneous|General & Miscellaneous Political Theory|Classics By Subject|Public Affairs & Administration - General & Miscellaneous|Population Policy|Demography - Gene
0671207148,JOHNSTOWN FLOOD,Floods|Floods--Pennsylvania--Johnstown|Floods--Pennsylvania--Johnstown (Cambria County)|History
0785315926,365 science projects &amp; activities,Science & Technology Experiments|Science Experiments - General & Miscellaneous
067252774X,More Make Your Own Groceries,Literary Collections
0060290307,Angel on the Square,Children's Fiction|Family
0312877285,The Fury and the Power,Fiction|Occult
0869142690,Prime ministers' wives: The public and private lives of ten Australian women,Prime ministers' spouses|Prime ministers' spouses--Australia--Biography
0316092584,Meeting Evil: A Novel,Good and evil|Good and evil--Fiction
1581820925,The Pocket Patriot: An Introduction to the Principles of Freedom,History|Reference
0805051104,Beyond Recall: A Novel,Revenge|Fiction
0702227250,Mary Martin: A Double Life (Uqp),Booksellers and bookselling|Booksellers and bookselling--Australia--South Australia--Biography|Volunteer workers in medical care|Volunteer workers in medical care--India--Nīlgiri (District)--Biography
084232142X,Lifer,True Crime|General
0679435506,"Illuminata: Thoughts, Prayers, Rites of Passage","Prayer|Prayers|Meditation|Spiritual life|Life cycle, Human--Religious aspects|Rites and ceremonies"
0140243321,Clear Waters Rising: A Mountain Walk Across Europe,Travel|Hiking|Mountains|Description And Travel
0596004990,Perl 6 Essentials,Perl (Computer program language)
0316769487,The Catcher in the Rye,"Fictional Works [Publication Type]|Caulfield, Holden (Fictitious character)|Caulfield, Holden (Fictitious character)--Fiction|Runaway teenagers|Runaway teenagers--Fiction|BOOK: SGA SAL"
